iter	Passed	Remaining
169	2913	82772
170	2927	82667
171	2942	82589
172	2957	82516
173	2972	82449
174	2987	82380
175	3001	82267
176	3016	82188
177	3031	82112
178	3045	82022
179	3059	81939
180	3075	81880
181	3090	81820
182	3106	81761
183	3126	81838
184	3144	81836
185	3161	81829
186	3176	81766
187	3193	81733
188	3208	81665
189	3223	81607
190	3239	81565
191	3255	81519
192	3270	81446
193	3285	81394
194	3300	81337
195	3316	81277
196	3331	81222
197	3347	81191
198	3363	81138
199	3377	81063
200	3394	81052
201	3410	81002
202	3426	80960
203	3442	80932
204	3457	80881
205	3474	80865
206	3489	80791
207	3505	80754
208	3521	80719
209	3536	80669
210	3551	80612
211	3566	80540
212	3581	80495
213	3596	80434
214	3611	80386
215	3627	80341
216	3643	80308
217	3659	80269
218	3674	80217
219	3688	80151
220	3703	80083
221	3717	80002
222	3731	79939
223	3747	79895
224	3763	79864
225	3779	79841
226	3795	79802
227	3812	79794
228	3828	79756
229	3842	79686
230	3859	79670
231	3875	79652
232	3891	79625
233	3908	79607
234	3923	79562
235	3941	79571
236	3958	79557
237	3977	79578
238	3995	79587
239	4012	79583
240	4031	79600
241	4049	79608
242	4066	79605
243	4083	79603
244	4101	79600
245	4118	79585
246	4133	79542
247	4151	79548
248	4166	79500
249	4182	79466
250	4200	79471
251	4218	79475
252	4234	79451
253	4250	79426
254	4267	79401
255	4284	79391
256	4303	79420
257	4320	79400
258	4334	79347
259	4350	79311
260	4366	79278
261	4383	79268
262	4400	79267
263	4418	79271
264	4437	79289
265	4454	79273
266	4472	79275
267	4488	79260
268	4506	79252
269	4524	79257
270	4541	79242
271	4557	79224
272	4573	79188
273	4590	79173
274	4608	79182
275	4624	79157
276	4642	79151
277	4659	79144
278	4675	79110
279	4693	79118
280	4709	79082
281	4726	79074
282	4743	79060
283	4759	79032
284	4776	79026
285	4791	78979
286	4809	78973
287	4833	79078
288	4852	79108
289	4872	79136
290	4890	79135
291	4907	79128
292	4922	79083
293	4939	79061
294	4955	79036
295	4971	78999
296	4987	78971
297	5002	78936
298	5052	79431
299	5075	79520
300	5092	79498
301	5107	79459
302	5123	79428
303	5139	79388
304	5155	79354
305	5170	79307
306	5183	79244
307	5199	79206
308	5215	79177
309	5231	79151
310	5247	79115
311	5265	79116
312	5281	79083
313	5296	79047
314	5311	78993
315	5330	79010
316	5346	78982
317	5363	78961
318	5378	78928
319	5395	78908
320	5411	78875
321	5429	78877
322	5444	78833
323	5463	78842
324	5483	78875
325	5499	78844
326	5518	78861
327	5534	78833
328	5551	78812
329	5572	78854
330	5592	78893
331	5612	78908
332	5629	78899
333	5646	78877
334	5661	78831
335	5675	78784
336	5692	78760
337	5708	78741
338	5724	78707
339	5740	78678
340	5754	78622
341	5768	78563
342	5783	78521
343	5798	78475
344	5814	78455
345	5834	78478
346	5849	78435
347	5865	78407
348	5881	78379
349	5898	78371
350	5915	78354
351	5932	78333
352	5947	78293
353	5962	78256
354	5978	78220
355	5991	78161
356	6008	78138
357	6023	78099
358	6038	78064
359	6053	78025
360	6073	78044
361	6088	78005
362	6105	77995
363	6121	77966
364	6136	77927
365	6153	77905
366	6166	77849
367	6180	77798
368	6196	77766
369	6211	77727
370	6226	77692
371	6242	77663
372	6257	77629
373	6273	77590
374	6288	77553
375	6304	77526
376	6323	77546
377	6341	77542
378	6355	77495
379	6371	77458
380	6386	77426
381	6402	77396
382	6417	77364
383	6433	77341
384	6449	77311
385	6465	77288
386	6479	77232
387	6494	77200
388	6510	77166
389	6526	77142
390	6543	77130
391	6559	77105
392	6578	77113
393	6594	77092
394	6609	77060
395	6624	77016
396	6639	76983
397	6654	76950
398	6670	76918
399	6686	76896
400	6701	76855
401	6716	76826
402	6732	76799
403	6749	76789
404	6764	76749
405	6781	76730
406	6795	76683
407	6813	76685
408	6831	76678
409	6848	76672
410	6864	76646
411	6880	76625
412	6896	76592
413	6912	76569
414	6927	76540
415	6941	76495
416	6958	76476
417	6974	76455
418	6990	76426
419	7006	76407
420	7022	76376
421	7037	76346
422	7052	76313
423	7071	76316
424	7087	76291
425	7103	76265
426	7118	76238
427	7134	76213
428	7152	76205
429	7167	76178
430	7182	76139
431	7198	76114
432	7212	76069
433	7228	76053
434	7244	76024
435	7260	75998
436	7275	75970
437	7291	75945
438	7309	75944
439	7324	75909
440	7340	75887
441	7357	75870
442	7373	75848
443	7389	75825
444	7405	75802
445	7421	75778
446	7436	75749
447	7451	75716
448	7466	75683
449	7482	75656
450	7498	75632
451	7513	75604
452	7529	75574
453	7546	75564
454	7567	75593
455	7583	75566
456	7598	75532
457	7615	75519
458	7631	75496
459	7647	75481
460	7662	75447
461	7678	75420
462	7692	75378
463	7707	75350
464	7722	75312
465	7737	75283
466	7752	75246
467	7767	75216
468	7783	75196
469	7802	75203
470	7820	75197
471	7835	75168
472	7851	75143
473	7867	75119
474	7883	75096
475	7898	75066
476	7912	75031
477	7927	74997
478	7942	74966
479	7959	74952
480	7976	74942
481	7995	74948
482	8012	74936
483	8029	74921
484	8047	74919
485	8065	74915
486	8080	74882
487	8097	74865
488	8111	74831
489	8127	74808
490	8143	74783
491	8159	74761
492	8176	74753
493	8192	74725
494	8207	74699
495	8223	74677
496	8239	74648
497	8254	74620
498	8269	74594
499	8285	74569
500	8303	74563
501	8320	74556
502	8336	74528
503	8351	74500
504	8368	74488
505	8388	74504
506	8408	74518
507	8430	74544
508	8465	74696
509	8482	74681
510	8498	74658
511	8515	74644
512	8530	74609
513	8548	74611
514	8566	74607
515	8583	74591
516	8603	74601
517	8618	74574
518	8634	74548
519	8648	74508
520	8662	74474
521	8678	74445
522	8693	74422
523	8707	74382
524	8725	74372
525	8741	74355
526	8759	74349
527	8776	74338
528	8795	74334
529	8816	74358
530	8834	74350
531	8851	74338
532	8878	74412
533	8894	74389
534	8913	74389
535	8932	74396
536	8948	74374
537	8965	74357
538	8982	74343
539	8999	74329
540	9014	74299
541	9032	74292
542	9048	74269
543	9064	74246
544	9082	74239
545	9097	74213
546	9113	74189
547	9129	74165
548	9144	74141
549	9162	74131
550	9178	74114
551	9196	74105
552	9211	74076
553	9228	74061
554	9244	74042
555	9261	74022
556	9278	74012
557	9294	73989
558	9310	73968
559	9327	73953
560	9343	73927
561	9358	73906
562	9374	73880
563	9389	73852
564	9406	73834
565	9422	73811
566	9442	73827
567	9458	73803
568	9473	73776
569	9491	73767
570	9504	73723
571	9522	73716
572	9537	73690
573	9553	73664
574	9567	73628
575	9582	73600
576	9599	73583
577	9614	73555
578	9630	73533
579	9646	73510
580	9665	73511
581	9682	73504
582	9698	73478
583	9714	73453
584	9730	73433
585	9746	73412
586	9761	73384
587	9777	73366
588	9793	73342
589	9809	73318
590	9825	73299
591	9841	73277
592	9859	73269
593	9874	73246
594	9889	73218
595	9906	73205
596	9922	73179
597	9939	73164
598	9954	73141
599	9968	73102
600	9986	73094
601	10002	73072
602	10019	73059
603	10034	73032
604	10050	73010
605	10067	72994
606	10082	72971
607	10098	72948
608	10113	72923
609	10129	72899
610	10146	72887
611	10162	72864
612	10178	72841
613	10193	72814
614	10209	72795
615	10225	72771
616	10243	72769
617	10259	72745
618	10276	72731
619	10291	72707
620	10307	72681
621	10323	72661
622	10338	72638
623	10357	72634
624	10372	72610
625	10388	72589
626	10419	72668
627	10434	72645
628	10451	72628
629	10467	72610
630	10483	72590
631	10500	72570
632	10516	72550
633	10532	72530
634	10547	72505
635	10563	72484
636	10579	72459
637	10597	72457
638	10613	72432
639	10628	72408
640	10647	72405
641	10663	72384
642	10680	72374
643	10696	72350
644	10711	72325
645	10727	72301
646	10742	72274
647	10758	72254
648	10774	72235
649	10789	72208
650	10804	72181
651	10820	72156
652	10836	72136
653	10849	72100
654	10866	72082
655	10882	72062
656	10903	72074
657	10919	72053
658	10935	72037
659	10952	72018
660	10967	71993
661	10983	71976
662	10999	71953
663	11015	71934
664	11031	71913
665	11047	71891
666	11064	71879
667	11080	71854
668	11096	71838
669	11112	71814
670	11127	71791
671	11143	71771
672	11159	71749
673	11174	71725
674	11190	71703
675	11205	71676
676	11221	71655
677	11237	71632
678	11252	71607
679	11268	71587
680	11284	71565
681	11303	71566
682	11319	71547
683	11335	71526
684	11352	71510
685	11367	71487
686	11383	71465
687	11398	71437
688	11416	71429
689	11431	71408
690	11447	71383
691	11462	71360
692	11477	71331
693	11492	71306
694	11508	71284
695	11523	71261
696	11539	71239
697	11559	71244
698	11574	71218
699	11592	71208
700	11607	71183
701	11622	71159
702	11638	71139
703	11655	71122
704	11670	71096
705	11684	71069
706	11702	71056
707	11717	71035
708	11733	71013
709	11749	70990
710	11764	70966
711	11780	70948
712	11796	70928
713	11813	70911
714	11828	70890
715	11844	70870
716	11860	70846
717	11874	70819
718	11890	70799
719	11906	70777
720	11920	70748
721	11936	70728
722	11953	70711
723	11968	70688
724	11985	70670
725	12000	70647
726	12015	70622
727	12030	70598
728	12045	70571
729	12062	70557
730	12077	70533
731	12090	70496
732	12106	70474
733	12122	70456
734	12138	70435
735	12153	70412
736	12168	70385
737	12184	70365
738	12202	70360
739	12217	70333
740	12233	70313
741	12248	70290
742	12260	70246
743	12275	70220
744	12289	70187
745	12305	70168
746	12321	70150
747	12337	70132
748	12353	70110
749	12370	70102
750	12386	70081
751	12403	70064
752	12418	70041
753	12434	70019
754	12449	69999
755	12465	69978
756	12484	69973
757	12499	69951
758	12515	69933
759	12530	69905
760	12545	69882
761	12562	69869
762	12578	69847
763	12594	69828
764	12609	69808
765	12625	69788
766	12643	69778
767	12659	69757
768	12675	69737
769	12692	69725
770	12707	69703
771	12723	69682
772	12738	69657
773	12754	69636
774	12769	69616
775	12786	69601
776	12801	69576
777	12816	69553
778	12832	69532
779	12846	69504
780	12866	69504
781	12882	69485
782	12899	69473
783	12914	69448
784	12929	69425
785	12946	69412
786	12961	69386
787	12979	69377
788	12995	69359
789	13012	69347
790	13029	69332
791	13045	69312
792	13062	69296
793	13077	69273
794	13093	69254
795	13109	69234
796	13124	69212
797	13141	69201
798	13158	69182
799	13174	69164
800	13190	69145
801	13205	69121
802	13221	69103
803	13236	69081
804	13251	69056
805	13266	69031
806	13284	69021
807	13300	69003
808	13316	68985
809	13331	68963
810	13347	68945
811	13362	68917
812	13376	68888
813	13396	68889
814	13411	68868
815	13427	68847
816	13444	68835
817	13460	68814
818	13475	68792
819	13490	68770
820	13506	68748
821	13525	68745
822	13541	68729
823	13558	68713
824	13573	68692
825	13590	68674
826	13606	68657
827	13622	68639
828	13639	68627
829	13656	68613
830	13672	68595
831	13689	68578
832	13704	68557
833	13723	68553
834	13739	68530
835	13754	68509
836	13770	68488
837	13786	68469
838	13815	68516
839	13837	68526
840	13855	68519
841	13870	68496
842	13887	68481
843	13903	68461
844	13920	68449
845	13936	68429
846	13952	68410
847	13967	68389
848	13982	68362
849	13996	68334
850	14013	68320
851	14029	68301
852	14045	68286
853	14061	68265
854	14077	68248
855	14094	68234
856	14110	68214
857	14125	68191
858	14140	68168
859	14156	68147
860	14176	68150
861	14193	68133
862	14210	68119
863	14226	68102
864	14241	68081
865	14259	68070
866	14274	68047
867	14292	68039
868	14307	68014
869	14322	67992
870	14339	67976
871	14356	67961
872	14376	67961
873	14392	67946
874	14408	67925
875	14425	67911
876	14441	67895
877	14459	67885
878	14475	67866
879	14491	67844
880	14505	67818
881	14520	67797
882	14540	67795
883	14558	67786
884	14574	67765
885	14591	67754
886	14607	67735
887	14624	67722
888	14640	67702
889	14656	67683
890	14673	67669
891	14688	67647
892	14704	67627
893	14719	67603
894	14735	67584
895	14752	67573
896	14766	67545
897	14782	67527
898	14796	67499
899	14812	67479
900	14828	67459
901	14841	67429
902	14857	67407
903	14874	67394
904	14889	67371
905	14904	67350
906	14920	67333
907	14936	67311
908	14954	67302
909	14970	67287
910	14985	67263
911	15003	67253
912	15019	67235
913	15035	67213
914	15049	67188
915	15064	67166
916	15081	67153
917	15097	67132
918	15115	67123
919	15131	67104
920	15147	67085
921	15164	67071
922	15179	67050
923	15194	67028
924	15208	67001
925	15223	66978
926	15238	66955
927	15259	66958
928	15276	66942
929	15291	66922
930	15307	66902
931	15325	66892
932	15340	66870
933	15360	66870
934	15376	66850
935	15389	66820
936	15406	66806
937	15422	66786
938	15439	66772
939	15454	66750
940	15470	66730
941	15485	66709
942	15501	66692
943	15517	66671
944	15533	66652
945	15548	66633
946	15566	66623
947	15582	66603
948	15596	66578
949	15613	66562
950	15628	66539
951	15643	66519
952	15660	66505
953	15676	66483
954	15693	66472
955	15708	66450
956	15724	66429
957	15740	66414
958	15755	66391
959	15770	66365
960	15785	66344
961	15800	66324
962	15816	66303
963	15832	66285
964	15847	66263
965	15863	66247
966	15878	66224
967	15894	66203
968	15914	66204
969	15930	66183
970	15945	66164
971	15962	66148
972	15972	66108
973	15990	66094
974	16005	66073
975	16023	66062
976	16039	66044
977	16054	66024
978	16071	66011
979	16087	65992
980	16105	65982
981	16121	65963
982	16137	65944
983	16154	65932
984	16170	65912
985	16186	65894
986	16202	65875
987	16217	65855
988	16233	65835
989	16248	65816
990	16263	65790
991	16277	65768
992	16293	65750
993	16309	65732
994	16327	65720
995	16342	65696
996	16358	65681
997	16374	65662
998	16389	65641
999	16405	65620
1000	16420	65601
1001	16436	65580
1002	16450	65555
1003	16465	65533
1004	16481	65514
1005	16496	65492
1006	16511	65472
1007	16528	65457
1008	16544	65438
1009	16559	65416
1010	16577	65408
1011	16593	65389
1012	16609	65372
1013	16625	65354
1014	16641	65334
1015	16656	65314
1016	16671	65291
1017	16686	65269
1018	16701	65250
1019	16717	65230
1020	16732	65209
1021	16747	65187
1022	16764	65173
1023	16780	65154
1024	16796	65136
1025	16813	65122
1026	16828	65103
1027	16843	65081
1028	16859	65060
1029	16873	65034
1030	16889	65018
1031	16903	64991
1032	16918	64973
1033	16934	64952
1034	16950	64935
1035	16967	64921
1036	16982	64900
1037	16998	64882
1038	17013	64861
1039	17029	64841
1040	17046	64829
1041	17062	64809
1042	17076	64786
1043	17091	64765
1044	17107	64745
1045	17124	64733
1046	17140	64713
1047	17155	64693
1048	17170	64672
1049	17186	64653
1050	17201	64632
1051	17218	64619
1052	17234	64601
1053	17251	64586
1054	17267	64568
1055	17283	64550
1056	17300	64538
1057	17316	64518
1058	17337	64520
1059	17353	64501
1060	17367	64477
1061	17383	64461
1062	17399	64440
1063	17415	64423
1064	17430	64403
1065	17444	64377
1066	17460	64361
1067	17476	64343
1068	17492	64325
1069	17508	64306
1070	17524	64288
1071	17542	64279
1072	17558	64259
1073	17574	64243
1074	17590	64224
1075	17604	64200
1076	17621	64185
1077	17636	64165
1078	17654	64155
1079	17670	64136
1080	17685	64116
1081	17701	64097
1082	17718	64084
1083	17734	64067
1084	17750	64050
1085	17768	64038
1086	17785	64022
1087	17800	64002
1088	17815	63983
1089	17831	63963
1090	17846	63941
1091	17861	63922
1092	17880	63916
1093	17894	63889
1094	17910	63873
1095	17926	63853
1096	17941	63832
1097	17959	63822
1098	17974	63803
1099	17991	63788
1100	18004	63761
1101	18020	63740
1102	18037	63728
1103	18052	63708
1104	18069	63693
1105	18085	63674
1106	18100	63654
1107	18117	63638
1108	18132	63619
1109	18147	63598
1110	18163	63582
1111	18179	63563
1112	18193	63538
1113	18210	63523
1114	18226	63505
1115	18242	63490
1116	18259	63475
1117	18276	63460
1118	18297	63460
1119	18315	63451
1120	18331	63433
1121	18347	63414
1122	18372	63427
1123	18387	63408
1124	18405	63395
1125	18419	63372
1126	18435	63355
1127	18452	63341
1128	18466	63315
1129	18481	63296
1130	18498	63279
1131	18513	63258
1132	18529	63243
1133	18545	63224
1134	18562	63209
1135	18577	63189
1136	18593	63170
1137	18610	63157
1138	18624	63133
1139	18640	63116
1140	18655	63096
1141	18671	63078
1142	18688	63061
1143	18703	63042
1144	18719	63025
1145	18735	63008
1146	18751	62990
1147	18766	62970
1148	18782	62950
1149	18797	62930
1150	18812	62909
1151	18827	62890
1152	18842	62868
1153	18857	62848
1154	18873	62829
1155	18887	62806
1156	18903	62789
1157	18919	62771
1158	18934	62751
1159	18951	62735
1160	18967	62717
1161	18985	62706
1162	19000	62686
1163	19016	62669
1164	19032	62652
1165	19048	62633
1166	19061	62606
1167	19079	62596
1168	19095	62578
1169	19110	62558
1170	19126	62540
1171	19141	62519
1172	19162	62517
1173	19177	62498
1174	19194	62484
1175	19210	62467
1176	19224	62443
1177	19241	62428
1178	19256	62409
1179	19272	62390
1180	19288	62373
1181	19304	62355
1182	19321	62340
1183	19337	62322
1184	19352	62304
1185	19368	62287
1186	19382	62263
1187	19399	62247
1188	19414	62228
1189	19429	62208
1190	19446	62193
1191	19462	62176
1192	19478	62158
1193	19496	62146
1194	19511	62126
1195	19527	62108
1196	19540	62082
1197	19555	62062
1198	19571	62044
1199	19587	62027
1200	19604	62014
1201	19620	61995
1202	19636	61976
1203	19652	61962
1204	19668	61942
1205	19683	61921
1206	19698	61901
1207	19713	61881
1208	19728	61862
1209	19744	61843
1210	19759	61824
1211	19775	61807
1212	19791	61788
1213	19806	61769
1214	19822	61750
1215	19837	61731
1216	19853	61713
1217	19869	61696
1218	19885	61680
1219	19900	61660
1220	19916	61642
1221	19932	61624
1222	19947	61603
1223	19963	61585
1224	19981	61574
1225	19996	61555
1226	20011	61535
1227	20029	61523
1228	20044	61504
1229	20059	61484
1230	20077	61471
1231	20092	61452
1232	20108	61436
1233	20127	61426
1234	20144	61411
1235	20158	61389
1236	20174	61372
1237	20192	61359
1238	20208	61341
1239	20223	61324
1240	20240	61310
1241	20256	61290
1242	20272	61274
1243	20288	61256
1244	20302	61233
1245	20318	61215
1246	20334	61197
1247	20349	61178
1248	20364	61159
1249	20380	61141
1250	20395	61122
1251	20411	61104
1252	20428	61088
1253	20443	61069
1254	20458	61050
1255	20480	61051
1256	20510	61075
1257	20530	61068
1258	20545	61049
1259	20561	61031
1260	20576	61012
1261	20592	60993
1262	20608	60977
1263	20625	60962
1264	20640	60941
1265	20655	60922
1266	20671	60905
1267	20686	60885
1268	20702	60866
1269	20723	60866
1270	20739	60847
1271	20755	60829
1272	20770	60811
1273	20785	60789
1274	20800	60771
1275	20816	60754
1276	20833	60737
1277	20848	60718
1278	20867	60708
1279	20882	60689
1280	20899	60675
1281	20918	60666
1282	20936	60656
1283	20952	60637
1284	20972	60633
1285	20989	60617
1286	21004	60598
1287	21021	60582
1288	21039	60571
1289	21055	60554
1290	21071	60536
1291	21086	60518
1292	21101	60498
1293	21118	60483
1294	21134	60465
1295	21149	60446
1296	21165	60427
1297	21180	60409
1298	21196	60392
1299	21215	60383
1300	21235	60376
1301	21267	60403
1302	21288	60403
1303	21305	60386
1304	21320	60368
1305	21336	60349
1306	21353	60334
1307	21369	60318
1308	21385	60300
1309	21400	60281
1310	21416	60263
1311	21433	60248
1312	21454	60244
1313	21476	60246
1314	21493	60231
1315	21509	60214
1316	21527	60200
1317	21544	60188
1318	21562	60174
1319	21578	60158
1320	21595	60143
1321	21612	60129
1322	21629	60115
1323	21646	60100
1324	21665	60092
1325	21684	60081
1326	21701	60066
1327	21720	60058
1328	21736	60041
1329	21752	60022
1330	21767	60004
1331	21783	59985
1332	21798	59966
1333	21815	59950
1334	21830	59932
1335	21846	59915
1336	21862	59896
1337	21880	59884
1338	21897	59871
1339	21913	59852
1340	21928	59833
1341	21944	59814
1342	21963	59806
1343	21981	59795
1344	21997	59777
1345	22012	59758
1346	22028	59741
1347	22044	59723
1348	22060	59705
1349	22075	59686
1350	22091	59669
1351	22110	59659
1352	22125	59640
1353	22140	59620
1354	22155	59599
1355	22171	59581
1356	22187	59563
1357	22204	59549
1358	22223	59540
1359	22239	59522
1360	22254	59502
1361	22270	59484
1362	22285	59466
1363	22305	59458
1364	22324	59451
1365	22343	59440
1366	22360	59425
1367	22376	59409
1368	22392	59390
1369	22407	59372
1370	22423	59353
1371	22439	59336
1372	22456	59321
1373	22472	59305
1374	22488	59287
1375	22504	59269
1376	22521	59256
1377	22554	59283
1378	22573	59274
1379	22589	59256
1380	22605	59238
1381	22618	59213
1382	22634	59195
1383	22649	59177
1384	22665	59160
1385	22680	59140
1386	22696	59121
1387	22715	59112
1388	22733	59101
1389	22761	59113
1390	22783	59111
1391	22805	59110
1392	22828	59111
1393	22857	59127
1394	22887	59146
1395	22904	59130
1396	22917	59107
1397	22933	59089
1398	22952	59079
1399	22992	59124
1400	23013	59118
1401	23030	59102
1402	23047	59089
1403	23063	59071
1404	23080	59056
1405	23097	59040
1406	23112	59022
1407	23129	59007
1408	23145	58989
1409	23161	58972
1410	23177	58955
1411	23198	58948
1412	23224	58956
1413	23250	58964
1414	23270	58957
1415	23290	58951
1416	23307	58933
1417	23323	58917
1418	23340	58903
1419	23356	58885
1420	23373	58868
1421	23388	58850
1422	23404	58831
1423	23420	58815
1424	23435	58794
1425	23451	58776
1426	23467	58759
1427	23483	58741
1428	23498	58721
1429	23514	58703
1430	23532	58691
1431	23547	58671
1432	23563	58652
1433	23578	58634
1434	23594	58615
1435	23611	58600
1436	23627	58583
1437	23642	58564
1438	23658	58545
1439	23675	58530
1440	23690	58512
1441	23707	58495
1442	23722	58476
1443	23738	58457
1444	23754	58440
1445	23770	58423
1446	23788	58410
1447	23804	58392
1448	23819	58373
1449	23835	58355
1450	23850	58334
1451	23867	58321
1452	23881	58297
1453	23896	58278
1454	23911	58258
1455	23926	58239
1456	23943	58224
1457	23960	58208
1458	23975	58188
1459	23991	58170
1460	24012	58166
1461	24029	58151
1462	24045	58133
1463	24061	58114
1464	24077	58097
1465	24092	58078
1466	24108	58060
1467	24124	58043
1468	24138	58021
1469	24155	58005
1470	24173	57992
1471	24188	57974
1472	24207	57963
1473	24223	57946
1474	24241	57932
1475	24257	57914
1476	24272	57896
1477	24288	57878
1478	24304	57859
1479	24319	57841
1480	24335	57822
1481	24349	57802
1482	24367	57788
1483	24382	57769
1484	24398	57750
1485	24414	57733
1486	24429	57714
1487	24447	57700
1488	24462	57681
1489	24478	57663
1490	24493	57644
1491	24509	57625
1492	24525	57609
1493	24541	57591
1494	24556	57572
1495	24572	57555
1496	24588	57536
1497	24603	57516
1498	24620	57501
1499	24636	57484
1500	24651	57465
1501	24668	57451
1502	24683	57430
1503	24698	57411
1504	24713	57392
1505	24730	57375
1506	24749	57364
1507	24764	57344
1508	24781	57330
1509	24797	57312
1510	24813	57295
1511	24830	57281
1512	24846	57263
1513	24861	57244
1514	24875	57220
1515	24892	57205
1516	24907	57187
1517	24925	57173
1518	24940	57154
1519	24955	57135
1520	24975	57127
1521	24991	57110
1522	25008	57093
1523	25024	57076
1524	25039	57057
1525	25055	57040
1526	25071	57021
1527	25088	57006
1528	25104	56989
1529	25119	56971
1530	25137	56957
1531	25153	56939
1532	25168	56920
1533	25185	56905
1534	25200	56886
1535	25216	56868
1536	25232	56851
1537	25248	56832
1538	25266	56821
1539	25281	56802
1540	25297	56783
1541	25313	56765
1542	25327	56745
1543	25343	56727
1544	25359	56709
1545	25374	56691
1546	25390	56674
1547	25405	56653
1548	25423	56640
1549	25438	56621
1550	25454	56603
1551	25470	56587
1552	25486	56568
1553	25502	56551
1554	25517	56531
1555	25530	56509
1556	25545	56489
1557	25562	56473
1558	25578	56456
1559	25595	56441
1560	25611	56424
1561	25627	56407
1562	25644	56392
1563	25660	56375
1564	25677	56358
1565	25693	56342
1566	25708	56322
1567	25724	56304
1568	25738	56282
1569	25755	56267
1570	25770	56248
1571	25786	56231
1572	25803	56215
1573	25818	56197
1574	25834	56179
1575	25849	56160
1576	25865	56142
1577	25881	56125
1578	25896	56106
1579	25912	56089
1580	25930	56075
1581	25946	56059
1582	25964	56046
1583	25980	56027
1584	25997	56014
1585	26014	55998
1586	26029	55979
1587	26045	55962
1588	26061	55945
1589	26077	55927
1590	26093	55910
1591	26109	55892
1592	26124	55873
1593	26141	55857
1594	26157	55841
1595	26174	55826
1596	26191	55811
1597	26207	55793
1598	26225	55780
1599	26241	55763
1600	26257	55746
1601	26272	55727
1602	26288	55709
1603	26303	55690
1604	26332	55699
1605	26347	55681
1606	26363	55662
1607	26379	55646
1608	26394	55627
1609	26412	55613
1610	26427	55595
1611	26443	55577
1612	26460	55562
1613	26476	55544
1614	26492	55526
1615	26506	55506
1616	26522	55487
1617	26536	55468
1618	26552	55450
1619	26567	55431
1620	26587	55422
1621	26603	55404
1622	26618	55385
1623	26635	55369
1624	26649	55349
1625	26667	55335
1626	26682	55316
1627	26698	55298
1628	26713	55280
1629	26728	55260
1630	26745	55245
1631	26762	55230
1632	26778	55212
1633	26794	55196
1634	26810	55178
1635	26826	55160
1636	26843	55146
1637	26858	55127
1638	26873	55108
1639	26889	55090
1640	26905	55072
1641	26921	55055
1642	26936	55037
1643	26952	55020
1644	26968	55002
1645	26986	54988
1646	27001	54969
1647	27017	54952
1648	27033	54935
1649	27048	54917
1650	27065	54902
1651	27082	54885
1652	27098	54868
1653	27114	54852
1654	27131	54836
1655	27147	54819
1656	27164	54805
1657	27182	54790
1658	27198	54774
1659	27214	54755
1660	27229	54737
1661	27250	54730
1662	27267	54714
1663	27281	54694
1664	27297	54677
1665	27312	54658
1666	27328	54640
1667	27344	54622
1668	27359	54604
1669	27375	54587
